Location,Plug,Point_ID,Population,Plot,Point ID,Plot_Point,δ13CVPDB (‰),Total C (µg),Sample Weight (mg) from Sample List,Collection Date #1,Stem length (cm) #1,Filename of flower JPG #1,Flower Diameter #1 (cm),Collection Date #2,Stem length (cm) #2,Filename of flower JPG #2,Flower Diameter #2 (cm),Collection Date #3,Stem length (cm) #3,Filename of flower JPG #3,Flower Diameter #3 (cm),Date of sowing,Date of Germination,Date of First Flower,Date of First Fruit Collection,Date of Last Fruit Collection,Date of first (closed) fruit collection from envelope,Date of first (dehisced) fruit collection from envelope,Days from sowing to germination,Days from germination to flowering,Days from sowing to flowering,Days from Sowing to First Fruit collection,Days from first flower to first fruit,Total number of closed fruits collected (lifetime),Total number of filled seeds in all closed fruits,Mean seeds per closed fruit,Total number of dehisced fruits,Total number of all fruits,Above-ground Skeleton Biomass (g),,Notes
1.6.4,25E,BO_029,BO,29,P5,BO_029_P5,-30.9135,402.1095,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/20/19,5/20/19,5/20/19,NA,27,98,125,160,35,1,4,4,NA,1,0.0132,,
1.6.4,25I,BO_029,BO,29,P6,BO_029_P6,-31.3127,437.3946,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/3/19,6/3/19,NA,27,112,139,174,35,1,3,3,NA,1,0.0098,,
1.6.4,45A,BO_029,BO,29,P7,BO_029_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.4,45E,BO_029,BO,29,P8,BO_029_P8,-31.5472,354.3666,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,4/29/19,5/13/19,5/13/19,5/14/19,NA,34,105,139,153,14,1,2,2,NA,1,0.0256,,
1.6.4,45I,BO_029,BO,29,P9,BO_029_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.6,5A,BO_030,BO,30,P1,BO_030_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.6,5E,BO_030,BO,30,P2,BO_030_P2,-31.4178,639.5425,2,4/22/19,3.8,IMG_4321,2.15,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/13/19,6/11/19,5/14/19,NA,27,98,125,153,28,7,22,3.14,NA,7,0.0895,,
1.6.6,5I,BO_030,BO,30,P3,BO_030_P3,-30.8173,797.4387,2.3,4/22/19,4.9,IMG_4322,2.27,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/13/19,5/13/19,5/14/19,NA,27,105,132,153,21,2,5,2.5,NA,2,0.0304,,
1.6.6,25A,BO_030,BO,30,P4,BO_030_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.6,25E,BO_030,BO,30,P5,BO_030_P5,-31.3549,398.9911,1.2,4/16/19,2.5,IMG-4177,2.88,4/22/19,5,IMG_4323,1.58,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,NA,NA,NA,NA,27,98,125,NA,NA,NA,NA,NA,NA,NA,0.0592,,
1.6.6,25I,BO_030,BO,30,P6,BO_030_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.6,45A,BO_030,BO,30,P7,BO_030_P7,-29.9879,509.6023,1.6,4/16/19,4.6,IMG-4178,3.34,4/22/19,6.1,IMG_4324,3.19,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,6/3/19,6/11/19,6/3/19,6/3/19,27,98,125,174,49,2,5,2.5,1,3,0.0526,,
1.6.6,45E,BO_030,BO,30,P8,BO_030_P8,-30.2965,677.5676,2.1,4/22/19,10.7,IMG_4325,2.42,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/13/19,6/11/19,5/14/19,NA,27,105,132,153,21,7,15,2.14,NA,7,0.1948,,
1.6.6,45I,BO_030,BO,30,P9,BO_030_P9,-30.3251,446.8026,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,6/3/19,5/28/19,NA,27,112,139,168,29,2,4,2,NA,2,0.0258,,
1.6.8,5A,BO_031,BO,31,P1,BO_031_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.8,5E,BO_031,BO,31,P2,BO_031_P2,-30.3207,793.2187,2.3,4/22/19,9.7,IMG_4317,2.63,4/22/19,11.9,IMG_4318,3.04,NA,NA,NA,NA,12/11/18,1/14/19,4/22/19,5/20/19,5/20/19,5/20/19,NA,34,98,132,160,28,1,1,1,NA,1,0.0472,,
1.6.8,5I,BO_031,BO,31,P3,BO_031_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.8,25A,BO_031,BO,31,P4,BO_031_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.8,25E,BO_031,BO,31,P5,BO_031_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.8,25I,BO_031,BO,31,P6,BO_031_P6,-30.1538,419.9542,1.4,4/16/19,4,IMG-4179,2.64,4/22/19,5.8,IMG_4319,2.92,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/13/19,5/13/19,5/14/19,NA,27,98,125,153,28,1,6,6,NA,1,0.0334,,
1.6.8,45A,BO_031,BO,31,P7,BO_031_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.8,45E,BO_031,BO,31,P8,BO_031_P8,-30.9326,617.2744,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,0.0335,,
1.6.8,45I,BO_031,BO,31,P9,BO_031_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.10,5A,BO_032,BO,32,P1,BO_032_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.10,5E,BO_032,BO,32,P2,BO_032_P2,-30.7967,284.7643,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/20/19,5/20/19,5/20/19,NA,27,105,132,160,28,1,1,1,NA,1,0.0109,,
1.6.10,5I,BO_032,BO,32,P3,BO_032_P3,-30.9851,678.9538,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/20/19,5/28/19,5/20/19,NA,27,112,139,160,21,5,9,1.8,NA,5,0.0833,,
1.6.10,25A,BO_032,BO,32,P4,BO_032_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.10,25E,BO_032,BO,32,P5,BO_032_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.10,25I,BO_032,BO,32,P6,BO_032_P6,-30.9318,423.7518,1.9,4/22/19,4.9,IMG_4314,1.95,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/28/19,5/28/19,5/28/19,NA,27,105,132,168,36,1,3,3,NA,1,0.0163,,
1.6.10,45A,BO_032,BO,32,P7,BO_032_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.10,45E,BO_032,BO,32,P8,BO_032_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,
1.6.10,45I,BO_032,BO,32,P9,BO_032_P9,-30.9009,356.1375,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/20/19,5/20/19,5/20/19,NA,27,105,132,160,28,2,19,9.5,NA,2,0.049,,
1.7.0,5A,BO_033,BO,33,P1,BO_033_P1,NA,NA,NA,4/22/19,6,IMG_4315,2.51,4/22/19,5.1,IMG_4316,2.57,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.0,5E,BO_033,BO,33,P2,BO_033_P2,-30.7185,455.7738,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/11/19,6/11/19,6/11/19,6/11/19,27,112,139,182,43,1,1,1,1,2,0.0227,,
1.7.0,5I,BO_033,BO,33,P3,BO_033_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,5/20/19,5/20/19,NA,NA,27,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,,
1.7.0,25A,BO_033,BO,33,P4,BO_033_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.0,25E,BO_033,BO,33,P5,BO_033_P5,-28.7094,698.618,2,4/22/19,4.5,IMG_4330,2.22,4/30/19,8,IMG_4455,2.27,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/13/19,6/3/19,5/14/19,NA,27,105,132,153,21,4,2,0.5,NA,4,0.0894,,flower #1 petals folded; corolla diameter underestimated
1.7.0,25I,BO_033,BO,33,P6,BO_033_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.0,45A,BO_033,BO,33,P7,BO_033_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.0,45E,BO_033,BO,33,P8,BO_033_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.0,45I,BO_033,BO,33,P9,BO_033_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.2,5A,BO_034,BO,34,P1,BO_034_P1,-30.7909,450.614,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/11/19,6/3/19,6/11/19,27,112,139,174,35,1,9,9,1,2,0.0181,,
1.7.2,5E,BO_034,BO,34,P2,BO_034_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.2,5I,BO_034,BO,34,P3,BO_034_P3,-30.8082,124.7618,0.2,4/22/19,4.4,IMG_4331,2,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,4/22/19,NA,NA,5/20/19,NA,34,98,132,NA,NA,1,1,1,NA,1,0.0056,,
1.7.2,25A,BO_034,BO,34,P4,BO_034_P4,-29.9435,408.7962,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,0.0296,,
1.7.2,25E,BO_034,BO,34,P5,BO_034_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.2,25I,BO_034,BO,34,P6,BO_034_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/3/19,6/3/19,NA,27,112,139,174,35,2,4,2,NA,2,NA,,
1.7.2,45A,BO_034,BO,34,P7,BO_034_P7,-29.9863,420.4009,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/13/19,5/13/19,5/14/19,NA,27,112,139,153,14,1,0,0,NA,1,0.0257,,
1.7.2,45E,BO_034,BO,34,P8,BO_034_P8,-30.9904,684.2699,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/13/19,6/3/19,5/14/19,NA,27,105,132,153,21,3,5,1.67,NA,3,0.0282,,
1.7.2,45I,BO_034,BO,34,P9,BO_034_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/11/19,6/3/19,6/11/19,27,112,139,174,35,2,5,2.5,1,3,NA,,
1.7.4,5A,BO_035,BO,35,P1,BO_035_P1,-28.9128,244.766,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,NA,NA,NA,NA,27,112,139,NA,NA,NA,NA,NA,NA,NA,0.0323,,
1.7.4,5E,BO_035,BO,35,P2,BO_035_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.4,5I,BO_035,BO,35,P3,BO_035_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.4,25A,BO_035,BO,35,P4,BO_035_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.4,25E,BO_035,BO,35,P5,BO_035_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.4,25I,BO_035,BO,35,P6,BO_035_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.4,45A,BO_035,BO,35,P7,BO_035_P7,-29.3837,301.662,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,NA,NA,5/6/19,NA,27,112,139,NA,NA,1,0,0,NA,1,0.0125,,
1.7.4,45E,BO_035,BO,35,P8,BO_035_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.4,45I,BO_035,BO,35,P9,BO_035_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.6,5A,BO_036,BO,36,P1,BO_036_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.6,5E,BO_036,BO,36,P2,BO_036_P2,-31.273,246.5098,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/3/19,6/3/19,NA,27,112,139,174,35,1,4,4,NA,1,0.0161,,
1.7.6,5I,BO_036,BO,36,P3,BO_036_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.6,25A,BO_036,BO,36,P4,BO_036_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.6,25E,BO_036,BO,36,P5,BO_036_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.6,25I,BO_036,BO,36,P6,BO_036_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,NA,NA,NA,NA,27,112,139,NA,NA,NA,NA,NA,NA,NA,NA,,
1.7.6,45A,BO_036,BO,36,P7,BO_036_P7,-30.1258,863.1291,3.1,4/22/19,10,IMG_4332,1.92,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,6/3/19,6/11/19,5/6/19,NA,27,98,125,174,49,4,11,2.75,NA,4,0.1124,,
1.7.6,45E,BO_036,BO,36,P8,BO_036_P8,-29.7977,694.9127,2.3,4/22/19,8.9,IMG_4333,2.41,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/20/19,6/11/19,5/20/19,6/11/19,27,105,132,160,28,5,19,3.8,1,6,0.1071,,
1.7.6,45I,BO_036,BO,36,P9,BO_036_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.8.0,5A,BO_037,BO,37,P1,BO_037_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.8.0,5E,BO_037,BO,37,P2,BO_037_P2,-31.1109,240.844,0.6,4/22/19,2.6,IMG_4337,1.94,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,6/3/19,6/3/19,6/3/19,NA,27,105,132,174,42,1,1,1,NA,1,0.0054,,
1.8.0,5I,BO_037,BO,37,P3,BO_037_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,6/3/19,NA,27,105,132,NA,NA,2,6,3,NA,2,NA,,
1.8.0,25A,BO_037,BO,37,P4,BO_037_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.8.0,25E,BO_037,BO,37,P5,BO_037_P5,-31.1144,525.4413,1.5,4/22/19,4.3,IMG_4338,1.55,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/13/19,5/13/19,5/14/19,NA,27,105,132,153,21,1,3,3,NA,1,0.0316,,
1.8.0,25I,BO_037,BO,37,P6,BO_037_P6,-32.1151,460.488,1.7,4/22/19,6.2,IMG_4339,2.13,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,6/11/19,6/11/19,NA,NA,27,105,132,182,50,NA,NA,NA,NA,NA,0.0187,,
1.8.0,45A,BO_037,BO,37,P7,BO_037_P7,-28.4835,856.2765,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/11/19,6/3/19,NA,27,112,139,174,35,2,1,0.5,NA,2,0.0467,,
1.8.0,45E,BO_037,BO,37,P8,BO_037_P8,-30.546,749.5077,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,6/3/19,6/11/19,6/3/19,NA,27,105,132,174,42,3,3,1,NA,3,0.0158,,
1.8.0,45I,BO_037,BO,37,P9,BO_037_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.8.2,5A,BO_038,BO,38,P1,BO_038_P1,-29.3893,258.7287,0.7,4/22/19,7.3,IMG_4334,2.64,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/20/19,5/20/19,5/6/19,NA,27,105,132,160,28,2,3,1.5,NA,2,0.0142,,
1.8.2,5E,BO_038,BO,38,P2,BO_038_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.8.2,5I,BO_038,BO,38,P3,BO_038_P3,-31.0195,805.6505,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,6/3/19,6/11/19,6/3/19,NA,27,105,132,174,42,2,6,3,NA,2,0.0366,,
1.8.2,25A,BO_038,BO,38,P4,BO_038_P4,NA,NA,NA,4/22/19,3.7,IMG_4335,2.34,4/30/19,6.2,IMG_4457,2.79,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/20/19,5/20/19,5/20/19,NA,27,105,132,160,28,1,0,0,NA,1,NA,,
1.8.2,25E,BO_038,BO,38,P5,BO_038_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.8.2,25I,BO_038,BO,38,P6,BO_038_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,NA,NA,6/11/19,NA,27,112,139,NA,NA,1,0,0,NA,1,NA,,
1.8.2,45A,BO_038,BO,38,P7,BO_038_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.8.2,45E,BO_038,BO,38,P8,BO_038_P8,-30.3314,403.892,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/28/19,5/28/19,5/28/19,NA,27,105,132,168,36,1,1,1,NA,1,0.0311,,
1.8.2,45I,BO_038,BO,38,P9,BO_038_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.9.0,5A,BO_039,BO,39,P1,BO_039_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/28/19,6/11/19,5/28/19,NA,27,105,132,168,36,3,11,3.67,NA,3,NA,,
1.9.0,5E,BO_039,BO,39,P2,BO_039_P2,-30.4631,261.7867,0.9,4/22/19,3.6,IMG_4340,1.81,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,6/11/19,27,105,132,NA,NA,NA,NA,NA,1,1,0.0073,,
1.9.0,5I,BO_039,BO,39,P3,BO_039_P3,-31.0766,289.8075,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/13/19,6/24/19,5/20/19,NA,27,105,132,153,21,1,3,3,NA,1,0.0109,,
1.9.0,25A,BO_039,BO,39,P4,BO_039_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.9.0,25E,BO_039,BO,39,P5,BO_039_P5,-30.4396,859.8202,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/13/19,6/11/19,5/14/19,NA,27,105,132,153,21,2,3,1.5,NA,2,0.0292,,
1.9.0,25I,BO_039,BO,39,P6,BO_039_P6,-28.7723,582.0519,1.8,5/6/19,9.5,IMG_4516,1.35,5/6/19,6.9,IMG_4517,1.5,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/20/19,5/20/19,5/20/19,NA,27,105,132,160,28,2,5,2.5,NA,2,0.028,,
1.9.0,45A,BO_039,BO,39,P7,BO_039_P7,-30.0565,284.5451,0.9,4/22/19,2.9,IMG_4341,2.85,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/13/19,5/13/19,5/14/19,NA,27,105,132,153,21,1,0,0,NA,1,0.013,,
